"sample_id"	"tissue"	"type"	"treatment"	"time"	"Family"	"RA"
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Caulobacteraceae"	1.33574334068407
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Chitinophagaceae"	3.46465502189054
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Comamonadaceae"	6.08602303518654
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Coxiellaceae"	1.27333751527811
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Cytophagaceae"	2.61425439589221
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Gordoniaceae"	7.03084076490788
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Hyphomicrobiaceae"	5.09432009984932
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Microbacteriaceae"	1.03955817968998
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Moraxellaceae"	3.85881409530954
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Mycobacteriaceae"	4.02436737307043
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Nitrosomonadaceae"	2.25339998577277
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Nitrospiraceae"	9.99657252979636
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Opitutaceae"	3.33660990862235
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Oxalobacteraceae"	1.47187211009293
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Parachlamydiaceae"	1.42498690447705
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Rhodocyclaceae"	1.69530436582101
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Rhodospirillaceae"	1.63095846294129
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Sphingobacteriaceae"	1.01013367133794
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Sphingomonadaceae"	1.02888775358429
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"Xanthomonadaceae"	2.37174471167215
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"low abundance (< 1% RA)"	12.2315417795684
"T0_W_A_C_2"	"wastewater"	"wastewater"	"none"	"0"	"unclassified"	22.3173578731577
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Bradyrhizobiaceae"	1.27828347342939
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Chitinophagaceae"	4.799146024458
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Comamonadaceae"	10.2401136251976
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Cytophagaceae"	4.00144711336615
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Gordoniaceae"	1.14429149508249
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Hyphomicrobiaceae"	2.34307306135939
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Moraxellaceae"	4.09434821835333
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Opitutaceae"	1.88526713534083
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Oxalobacteraceae"	11.0337927769391
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Pseudanabaenaceae"	20.9456260551868
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Rhodocyclaceae"	2.21935380135243
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Rhodospirillaceae"	1.66954005020233
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Sphingomonadaceae"	1.19565508678214
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Verrucomicrobiaceae"	1.44577344636301
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"Xanthomonadaceae"	2.78390667012068
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"low abundance (< 1% RA)"	14.5618015668129
"T5_W_D_E_2"	"wastewater"	"wastewater"	"none"	"5"	"unclassified"	14.3585803996534
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Bradyrhizobiaceae"	1.75425596224723
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Caulobacteraceae"	1.1181529221349
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Chitinophagaceae"	6.35830034515708
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Comamonadaceae"	10.6167976443517
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Cytophagaceae"	3.46873110898773
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Ellin6075"	1.04444141104893
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Gordoniaceae"	2.62358378346756
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Hyphomicrobiaceae"	2.38840896238373
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Microbacteriaceae"	1.21136483297908
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Moraxellaceae"	1.64427370761101
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Mycobacteriaceae"	1.47228018174373
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Nitrospiraceae"	1.75737602620854
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Opitutaceae"	2.54441216044929
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Oxalobacteraceae"	9.96314424445701
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Pseudanabaenaceae"	16.4540473079698
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Rhodocyclaceae"	2.75852654979427
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Rhodospirillaceae"	2.13178370156588
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Sphingomonadaceae"	1.08344221056532
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Verrucomicrobiaceae"	1.20512470505645
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"Xanthomonadaceae"	1.98514069538426
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"low abundance (< 1% RA)"	11.2747411321932
"T5_W_A_C_2"	"wastewater"	"wastewater"	"none"	"5"	"unclassified"	15.1416704042433
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Bradyrhizobiaceae"	1.25718793060634
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Chitinophagaceae"	10.2941391281484
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Comamonadaceae"	9.75562253200181
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Cytophagaceae"	4.30472443628609
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Ellin6075"	1.61165455085476
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Oxalobacteraceae"	7.29042404530161
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Pseudanabaenaceae"	46.6298891318002
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Rhodospirillaceae"	2.15260567049211
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"Sphingomonadaceae"	4.09194708319741
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"low abundance (< 1% RA)"	8.69124886186027
"T10_W_D_E_2"	"wastewater"	"wastewater"	"none"	"10"	"unclassified"	3.92055662945092
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Bradyrhizobiaceae"	1.44152522669147
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Chitinophagaceae"	11.4559621072439
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Comamonadaceae"	8.58480721087038
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Cytophagaceae"	6.57608019768253
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Ellin6075"	1.10250185192194
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Nitrospiraceae"	1.12683367307765
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Oxalobacteraceae"	9.27258668887171
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Phormidiaceae"	1.71133808795142
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Pseudanabaenaceae"	30.9565649957014
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Rhodospirillaceae"	2.04657651276339
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Sphingomonadaceae"	5.11400809979291
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Verrucomicrobiaceae"	1.68051778115419
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"Xanthomonadaceae"	1.11331599465781
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"low abundance (< 1% RA)"	11.0406990261864
"T10_W_A_C_2"	"wastewater"	"wastewater"	"none"	"10"	"unclassified"	6.77668254543292
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Bradyrhizobiaceae"	1.12967407534809
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Caulobacteraceae"	2.52593559685098
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Chitinophagaceae"	3.11188073143465
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Comamonadaceae"	4.12037869489419
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Cytophagaceae"	6.36604567166746
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Gordoniaceae"	1.84969471437618
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Hyphomicrobiaceae"	1.25436820338824
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Methylophilaceae"	1.6628489676577
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Moraxellaceae"	3.0419112990861
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Mycobacteriaceae"	1.07338581692244
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Nitrospiraceae"	2.26951130846747
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Opitutaceae"	1.54050018371862
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Oxalobacteraceae"	29.6170053082955
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudanabaenaceae"	1.42440565071572
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudomonadaceae"	3.49065380375724
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Sphingomonadaceae"	9.7335689101186
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Xanthomonadaceae"	7.35226286616685
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"low abundance (< 1% RA)"	10.6963326636073
"5A_C_432_9509_DAM_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"unclassified"	7.73963553352669
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Bradyrhizobiaceae"	1.89542962172327
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Caulobacteraceae"	2.40791618340083
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Chitinophagaceae"	3.05526762973039
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Comamonadaceae"	5.58186491162497
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Cytophagaceae"	7.84798030202028
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Gordoniaceae"	4.18851798904897
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Hyphomicrobiaceae"	1.90005356062562
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Methylophilaceae"	1.64920487517292
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Microbacteriaceae"	1.05348741325298
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Moraxellaceae"	2.44529302286152
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Mycobacteriaceae"	1.76480334773177
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Nitrospiraceae"	2.68689383050952
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Opitutaceae"	1.74052766849441
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Oxalobacteraceae"	15.8574131373811
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudanabaenaceae"	3.21556417834532
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudomonadaceae"	4.53916668914415
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Rhodospirillaceae"	1.24075693879832
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Sphingomonadaceae"	5.78069428442619
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Xanthomonadaceae"	7.81638338618752
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"low abundance (< 1% RA)"	11.7247677434022
"T5_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"unclassified"	11.6080132861178
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Bradyrhizobiaceae"	1.16112966018941
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Caulobacteraceae"	1.07968428189482
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Chitinophagaceae"	2.13122513464072
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Comamonadaceae"	4.50635998857206
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Cytophagaceae"	5.54809328267516
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Gordoniaceae"	1.83785120654292
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Methylophilaceae"	2.2523271630997
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Moraxellaceae"	11.2701641273618
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Nitrospiraceae"	1.34875252118219
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Oxalobacteraceae"	22.3966261998269
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Sphingomonadaceae"	20.9958509762785
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Xanthomonadaceae"	8.63917991753122
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"low abundance (< 1% RA)"	11.2053489572007
"T5_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"unclassified"	5.62740658300393
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Alteromonadaceae"	1.94244794768958
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Bradyrhizobiaceae"	1.28261128539094
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Caulobacteraceae"	1.63767885743028
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Chitinophagaceae"	2.20850044342083
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Comamonadaceae"	7.07090762286728
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Cytophagaceae"	5.66288104409059
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Gordoniaceae"	2.55364068352989
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Hyphomicrobiaceae"	2.4692583621226
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Methylophilaceae"	2.33921031383605
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Microbacteriaceae"	1.25613840024355
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Moraxellaceae"	5.49941097830547
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Mycobacteriaceae"	1.65124621106831
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Nitrospiraceae"	2.52121139922434
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Opitutaceae"	1.47255423632345
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Oxalobacteraceae"	19.114415809607
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudanabaenaceae"	1.57679122159129
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Pseudomonadaceae"	6.67315252352778
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Rhizobiaceae"	1.20583991846351
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Rhodospirillaceae"	1.06520271611802
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Sphingomonadaceae"	2.94146845093913
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"Xanthomonadaceae"	8.08184092443315
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"low abundance (< 1% RA)"	9.95512845967518
"T5_432_DAM_W_J_L_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"5"	"unclassified"	9.81846219010179
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Alcaligenaceae"	2.69900683269238
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Caulobacteraceae"	7.06091550610462
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Chitinophagaceae"	8.42652055408281
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Comamonadaceae"	2.63273345032297
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Cytophagaceae"	2.28829854758616
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Frankiaceae"	1.8626554157488
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Hyphomicrobiaceae"	1.20645558749953
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Methylophilaceae"	2.23602658402718
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Microbacteriaceae"	12.0925587126162
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Moraxellaceae"	3.60069820408468
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Oxalobacteraceae"	2.40497703767315
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Pseudomonadaceae"	2.42037859836463
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Sphingomonadaceae"	1.44401299331666
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Xanthomonadaceae"	34.3678826121047
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"low abundance (< 1% RA)"	8.4983945039764
"T10_432_DAM_W_A_C_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"unclassified"	6.75848485979913
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Alcaligenaceae"	2.9201453882798
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Caulobacteraceae"	2.76960711491418
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Chitinophagaceae"	4.20368224539719
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Comamonadaceae"	1.99512731378317
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Frankiaceae"	5.39610383179329
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Hyphomicrobiaceae"	2.23628566618138
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Methylophilaceae"	3.00630874211407
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Microbacteriaceae"	6.10422794663814
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Moraxellaceae"	2.38929989799051
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Oxalobacteraceae"	1.80794485545355
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Pseudomonadaceae"	10.3554485941508
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Rhizobiaceae"	3.35591407433818
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Rhodospirillaceae"	1.11814283309069
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Xanthomonadaceae"	36.6209109546305
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"low abundance (< 1% RA)"	9.96919907696269
"T10_432_DAM_W_D_F_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"unclassified"	5.75165146428182
"T10_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Alcaligenaceae"	1.74229535028966
"T10_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Caulobacteraceae"	3.43721060452695
"T10_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Chitinophagaceae"	3.54632840149606
"T10_432_DAM_W_G_I_2"	"S_polyrhiza432_9509"	"ambient_water"	"none"	"10"	"Comamonadaceae"	1.15076202987818
