"feature_id"	"median_clr"	"Phylum"	"Family"	"Genus"	"Species"	"asv_type"	"asv_prevalence"
"03b3388ee2149ee4ac6b57efe95b98d2"	-0.709717565018218	"Proteobacteria"	"Rhizobiaceae"	NA	NA	"WWDAB"	"one_sample"
"04643701c82f1302a52d8f54b41e2510"	-0.63137698575423	"Proteobacteria"	"Comamonadaceae"	"Rhodoferax"	""	"WWDAB"	"less_50_percent"
"04bbefbc69897b8e17a33646609def8a"	-0.615515178371718	"Proteobacteria"	""	""	""	"WWDAB"	"less_25_percent"
"04c51e70be19f6288fd3bf9d928705cc"	-0.709717565018218	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	""	"WWDAB-DAB_t0"	"less_25_percent"
"04c7585b878e2b2148be31f980af32c9"	-0.709717565018218	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	""	"WWDAB"	"less_25_percent"
"04ce63115f9abd01c779024ce148c7b7"	16.0491343425731	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB-WW_t0"	"less_100_percent"
"04d6a42e1731dfbc97057424ebdd5853"	-0.791478596697171	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"one_sample"
"04e27235591b9fee7c813c727bf954f2"	-0.791478596697171	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"venetianus"	"WWDAB"	"one_sample"
"05a86c46c34b569de351d6d981f5789c"	-0.709717565018218	"[Thermi]"	"Deinococcaceae"	"Deinococcus"	""	"WWDAB"	"less_25_percent"
"05b70236c54df7f99d7fa7e2890783ea"	-0.791478596697171	"Proteobacteria"	"Sphingomonadaceae"	"Novosphingobium"	""	"WWDAB"	"one_sample"
"05e5c4bfa39eb1dfd8aca11903ac1435"	-0.436510289058662	"Proteobacteria"	"Comamonadaceae"	"Methylibium"	""	"WWDAB-WW_t0"	"one_sample"
"0618f53ca94e83fad2be291a7de07a60"	-0.590161956205664	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB"	"less_50_percent"
"06d91e4224cb9f3c7dc452531fa099e2"	14.294040125352	"Actinobacteria"	"Mycobacteriaceae"	"Mycobacterium"	""	"WWDAB-WW_t0"	"less_25_percent"
"06e6cb62be4c4542b6a4bf53d002d8c1"	-0.33368255561196	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB-WW_t0"	"less_75_percent"
"06f3bd7955da6016dd1bc3130d44ea15"	-0.639469241369609	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_25_percent"
"0748c22eb7b42bd688b208e333ff1fae"	-0.589874155155151	"TM6"	""	""	""	"WWDAB-WW_t0"	"one_sample"
"077c4caba8503f3561062832888049c2"	-0.791478596697171	"Proteobacteria"	"Burkholderiaceae"	"Burkholderia"	""	"WWDAB"	"one_sample"
"079208dc1a7dd3fc85a2d8559a26190d"	-0.791478596697171	"Proteobacteria"	"Rhodospirillaceae"	"Azospirillum"	"brasilense"	"WWDAB"	"one_sample"
"07d99aaa339316df8a0c38caf16c2d5c"	-0.791478596697171	"Firmicutes"	"Leuconostocaceae"	""	""	"WWDAB-DAB_t0"	"less_25_percent"
"083b1925aaa253476f2220c324907f0a"	-0.791478596697171	"Proteobacteria"	"Caulobacteraceae"	"Asticcacaulis"	"biprosthecium"	"WWDAB"	"one_sample"
"0862d97d510738cea8ae0a80c754e699"	-0.791478596697171	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_25_percent"
"0878a012d7325eed6d66568c4f071aad"	15.7606888290362	"Proteobacteria"	"Xanthomonadaceae"	"Dokdonella"	""	"WWDAB-WW_t0"	"less_100_percent"
"08c6100b92d257fa51880ccbd88b2127"	-0.791478596697171	"Firmicutes"	"Staphylococcaceae"	"Staphylococcus"	""	"WWDAB"	"one_sample"
"08d2630f567d9513a6e960d5a54f6032"	-0.709717565018218	"Proteobacteria"	"Rhodospirillaceae"	"Azospirillum"	""	"WWDAB"	"one_sample"
"090e74af38e8ec8eb0a063cb01ce1f66"	-0.709717565018218	"Actinobacteria"	"Streptosporangiaceae"	"Nonomuraea"	""	"WWDAB"	"one_sample"
"09a82b937e93d68af8202bc5c8584955"	-0.791478596697171	"Proteobacteria"	"Comamonadaceae"	""	""	"WWDAB"	"one_sample"
"0aa9a65322f1b805dcd91e79ef7bf5ac"	14.5207995363208	"Proteobacteria"	"Burkholderiaceae"	"Burkholderia"	""	"WWDAB-DAB_t0"	"less_100_percent"
"0ab026b677a02dc954b411bc870d3c7d"	12.5399046928382	"Proteobacteria"	"Moraxellaceae"	""	""	"WWDAB-WW_t0"	"less_50_percent"
"0ac7fa598ee90e2b62cac6e28bfc2512"	-0.54420143955371	"Proteobacteria"	"Sphingomonadaceae"	"Novosphingobium"	""	"WWDAB"	"one_sample"
"0ad16db805dd9d76277b6a1cc60a43ab"	-0.639469241369609	"Proteobacteria"	NA	NA	NA	"WWDAB"	"one_sample"
"0adf709bec18e1de94c1c03322b92121"	-0.791478596697171	"Proteobacteria"	NA	NA	NA	"WWDAB"	"one_sample"
"0b01d57df25c1a0ef77f495d433d8c37"	-0.709717565018218	"Proteobacteria"	"Bradyrhizobiaceae"	"Bradyrhizobium"	""	"WWDAB"	"less_25_percent"
"0b38d4979d681bbf5863c92d03202f33"	-0.709717565018218	"Proteobacteria"	"Sphingomonadaceae"	""	""	"WWDAB"	"one_sample"
"0b4c181c632b1902b3889fc1a9f8045e"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"0b9b4a4c2d9d4a2f046c858dd5739651"	-0.791478596697171	"Proteobacteria"	""	""	""	"WWDAB"	"less_25_percent"
"0bda8fb5f7721a7c32b0a573826715a1"	-0.709717565018218	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_25_percent"
"0c9d6872e275e7dc64065ad3c9a386be"	-0.791478596697171	"Proteobacteria"	"Xanthomonadaceae"	"Stenotrophomonas"	NA	"WWDAB"	"one_sample"
"0d0f0f118894f44148dcd7d2f9ff6c63"	-0.709717565018218	"Proteobacteria"	"Phyllobacteriaceae"	"Mesorhizobium"	""	"WWDAB"	"less_25_percent"
"0d9328248a655897f24382044e4eba32"	12.2553615246025	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB-WW_t0"	"less_50_percent"
"0dc081a8b650a1f5a340463d4ea623cf"	11.736375338141	"Planctomycetes"	"Planctomycetaceae"	"Planctomyces"	""	"WWDAB-WW_t0"	"less_25_percent"
"0dc0f289462cdc7b85df54ca810000a1"	-0.709717565018218	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"rhizosphaerae"	"WWDAB"	"one_sample"
"0ddcf6e3f5c1766c97e1aedfab9b19c3"	-0.399071914979398	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB-WW_t0"	"less_50_percent"
"0deca3c4bcca7f324e91095009cb88a8"	-0.590161956205664	"Proteobacteria"	"Rhodospirillaceae"	""	""	"WWDAB"	"less_25_percent"
"0def597e878405c27b176d49c48c499e"	-0.531374507507008	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"veronii"	"WWDAB"	"less_50_percent"
"0df1524f2ed1fa62787feb3f226fc36c"	-0.791478596697171	"Acidobacteria"	""	""	""	"WWDAB"	"one_sample"
"0e5c752256ab852fe8a864a51076bc64"	-0.791478596697171	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	""	"WWDAB"	"one_sample"
"0f0355f7dc181dac6549208d944d70b0"	-0.639469241369609	"Proteobacteria"	"Methylobacteriaceae"	"Methylobacterium"	"komagatae"	"WWDAB"	"one_sample"
"0f561dcb50214c184e5368ef09bdc9ec"	-0.63137698575423	"Firmicutes"	"Paenibacillaceae"	"Paenibacillus"	""	"WWDAB"	"less_50_percent"
"0f67236ce11363d2b6e7509b584a33a5"	-0.791478596697171	"Actinobacteria"	"Microbacteriaceae"	NA	NA	"WWDAB"	"less_50_percent"
"0f7c34564bdc192e23de5c9442fbe061"	-0.63137698575423	"Proteobacteria"	""	""	""	"WWDAB"	"one_sample"
"0fad58034f4d6fe5842ca6d4356c1423"	-0.709717565018218	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_50_percent"
"0fc192383869c1cf37cda347c039bc2b"	-0.639469241369609	"Firmicutes"	"Clostridiaceae"	""	""	"WWDAB"	"one_sample"
"1027b54790a93546edf5ff8b10d88155"	-0.791478596697171	"Proteobacteria"	"Comamonadaceae"	""	""	"WWDAB"	"one_sample"
"105d15ff7bd19a20304442dd62203ecf"	-0.639469241369609	"Proteobacteria"	"Sinobacteraceae"	""	""	"WWDAB"	"one_sample"
"10ac8b1c7ae66c023f5b3688fbfe5073"	-0.791478596697171	"Proteobacteria"	"Bradyrhizobiaceae"	"Bosea"	"genosp."	"WWDAB"	"one_sample"
"110a8d9f1fd50ae8afaa6d5a4b5a352e"	-0.590161956205664	"Proteobacteria"	"Sphingomonadaceae"	"Novosphingobium"	""	"WWDAB"	"one_sample"
"114a8cdccfd0f83d071f8e9b1ca1f9a4"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"118baaf90f991356e94a7229ecb0e256"	-0.709717565018218	"Proteobacteria"	"Caulobacteraceae"	"Asticcacaulis"	"biprosthecium"	"WWDAB"	"less_25_percent"
"1193596569c0c6e3558593cfa7e23237"	-0.791478596697171	"Proteobacteria"	"Caulobacteraceae"	""	""	"WWDAB"	"one_sample"
"11a78cc9363901add94eb2f7ea2dca79"	-0.791478596697171	"Proteobacteria"	"Methylocystaceae"	""	""	"WWDAB"	"one_sample"
"11ab988279ea1fc11f73cfe9431fc7c1"	-0.590161956205664	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"veronii"	"WWDAB"	"less_50_percent"
"122f48ff706e0d8158fb085c5bd62e98"	-0.791478596697171	"Bacteroidetes"	"Chitinophagaceae"	""	""	"WWDAB"	"one_sample"
"126148d33263c1b9d39f464ef2a93644"	-0.709717565018218	"Proteobacteria"	"Rhodospirillaceae"	"Azospirillum"	""	"WWDAB"	"one_sample"
"1263c1d424ce177dd1cdcf8b9ce3279a"	-0.791478596697171	"Proteobacteria"	""	""	""	"WWDAB"	"one_sample"
"1263e42c1e0021b8b4f9d932717815ee"	-0.63137698575423	"Proteobacteria"	"Alcaligenaceae"	""	""	"WWDAB"	"less_25_percent"
"12675779135d3fe4a2b693c9fb9281b9"	-0.791478596697171	"Proteobacteria"	"Caulobacteraceae"	""	""	"WWDAB"	"one_sample"
"12a003f0151f549f060111c163534600"	-0.615515178371718	"Proteobacteria"	"Xanthomonadaceae"	"Rhodanobacter"	NA	"WWDAB"	"less_25_percent"
"12bec7591c801367ec510683cb7c4351"	-0.436510289058662	"Verrucomicrobia"	"Verrucomicrobiaceae"	"Prosthecobacter"	""	"WWDAB-WW_t0"	"one_sample"
"12deff11ad67c673f929148dccd2552d"	-0.791478596697171	"Bacteroidetes"	"Cytophagaceae"	""	""	"WWDAB"	"one_sample"
"133c78856cc2ede9cb4bb237e9a510e9"	-0.791478596697171	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"one_sample"
"135f52d1937c366841723e324a786978"	-0.791478596697171	"Acidobacteria"	"Koribacteraceae"	""	""	"WWDAB"	"one_sample"
"13709b98d22de7c338a735d56d7b0d5e"	-0.590161956205664	"Firmicutes"	"Bacillaceae"	"Bacillus"	NA	"WWDAB-DAB_t0"	"less_75_percent"
"1378006dda5443c1a54269391fb69193"	-0.791478596697171	"Proteobacteria"	"Oxalobacteraceae"	"Herbaspirillum"	""	"WWDAB"	"one_sample"
"1381569bd43ca1474bc51f3007dfd41e"	-0.791478596697171	"Proteobacteria"	"Sphingomonadaceae"	"Kaistobacter"	""	"WWDAB"	"one_sample"
"13ccfc47bf0ffcf5c703331c03751df4"	-0.791478596697171	"Bacteroidetes"	"Flavobacteriaceae"	"Flavobacterium"	""	"WWDAB"	"one_sample"
"1451f370661e94b63224090caf4d2589"	-0.399071914979398	"Proteobacteria"	"Bradyrhizobiaceae"	"Bradyrhizobium"	""	"WWDAB-WW_t0"	"one_sample"
"14bdd48968974c68686c123cf1df7ece"	-0.574308984555763	"Proteobacteria"	""	""	""	"WWDAB"	"one_sample"
"14cec32e708639572dbc73c03b5a5b83"	-0.791478596697171	"Proteobacteria"	"Sphingomonadaceae"	"Sphingobium"	""	"WWDAB"	"one_sample"
"14e653b5ccdb432092406a6f0349e3ab"	-0.791478596697171	"Proteobacteria"	"Alcaligenaceae"	""	""	"WWDAB"	"one_sample"
"15c7f0b3615cba0b97ccd2d839e14aee"	-0.791478596697171	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"one_sample"
"15cfdb184c2928a322ef82f814f3e5a7"	-0.615515178371718	"Firmicutes"	"Ruminococcaceae"	NA	NA	"WWDAB"	"one_sample"
"15d341836bea8f0bf6ba4b98500f47d3"	-0.709717565018218	"Actinobacteria"	"Nocardiaceae"	NA	NA	"WWDAB"	"one_sample"
"15d8bd58df0a54acc33401932f64c7b7"	-0.63137698575423	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB"	"less_50_percent"
"160a1494f41cc98a2480e9d8684b38ee"	-0.63137698575423	"Bacteroidetes"	"Flavobacteriaceae"	"Flavobacterium"	"succinicans"	"WWDAB"	"one_sample"
"16813a24e533a921c0a6e04b5dcd57a5"	-0.791478596697171	"Bacteroidetes"	"Sphingobacteriaceae"	""	""	"WWDAB"	"one_sample"
"16916dd4625322ca0ec8e86381213ffb"	-0.709717565018218	"Firmicutes"	"Paenibacillaceae"	"Paenibacillus"	"chondroitinus"	"WWDAB"	"one_sample"
"16d8d52062159c60cefe367ef4bd6d1f"	-0.791478596697171	"Proteobacteria"	"Aeromonadaceae"	""	""	"WWDAB"	"one_sample"
"1705899f30135be3f3ab4dea02355899"	-0.63137698575423	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	""	"WWDAB"	"less_50_percent"
"17bbdf86613b7b3a4983c0efd065e9dd"	-0.791478596697171	"Bacteroidetes"	"Sphingobacteriaceae"	""	""	"WWDAB"	"one_sample"
"17d4e7c373dc796dfc0524674021287e"	-0.399071914979398	"Planctomycetes"	"Planctomycetaceae"	"Planctomyces"	""	"WWDAB-WW_t0"	"one_sample"
"17f49bfc990468f7820594f6af91e6ec"	13.6412504889566	"Proteobacteria"	""	""	""	"WWDAB-WW_t0"	"less_75_percent"
"183c8b34543b7a41c84625ceaf14ec86"	-0.590161956205664	"Proteobacteria"	"Oxalobacteraceae"	"Janthinobacterium"	""	"WWDAB"	"less_50_percent"
"184e5e9b156bcfec443e7a47344b470a"	-0.709717565018218	"Firmicutes"	"Paenibacillaceae"	"Paenibacillus"	"chondroitinus"	"WWDAB"	"one_sample"
"18d42e0b01d4afc4858fd2fbc150b853"	-0.791478596697171	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	NA	"WWDAB"	"less_25_percent"
"19122dda609a9fa3e04d23a6f60829eb"	15.0621010847332	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB-WW_t0"	"less_100_percent"
"198b5b28f965a6566ccf34dee08bc72a"	-0.791478596697171	"Firmicutes"	NA	NA	NA	"WWDAB"	"one_sample"
"19e3f3767f039483c54cdbdeef377c48"	-0.615515178371718	"Proteobacteria"	"Xanthomonadaceae"	"Dokdonella"	""	"WWDAB"	"less_25_percent"
"19e4bfd1f07e7fa92dff0e254a9c6a02"	-0.709717565018218	"Firmicutes"	"Bacillaceae"	"Bacillus"	""	"WWDAB"	"less_25_percent"
"1a956a46e829d26087afdfcc93ea33e8"	-0.615515178371718	"Proteobacteria"	"Hyphomicrobiaceae"	"Parvibaculum"	""	"WWDAB"	"less_25_percent"
"1aeebe34da0853ca45cac61cdc002416"	-0.709717565018218	"Proteobacteria"	"Xanthobacteraceae"	"Xanthobacter"	NA	"WWDAB"	"less_25_percent"
"1b0237dac32d1a44096b3d321bb84da5"	13.2778824197723	"Proteobacteria"	"Sinobacteraceae"	NA	NA	"WWDAB-WW_t0"	"less_50_percent"
"1b467ea47451c5809c75f108451fa340"	-0.791478596697171	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	""	"WWDAB"	"one_sample"
"1b8a82e98b58668f61b3a6313ece6c5d"	-0.709717565018218	"Proteobacteria"	"Caulobacteraceae"	""	""	"WWDAB"	"one_sample"
"1b8db38ceb6722e3ea5a827f77ca4afa"	-0.709717565018218	"Proteobacteria"	"Xanthomonadaceae"	NA	NA	"WWDAB"	"one_sample"
"1bda80f8ae552f06d5afd56dada686e0"	-0.220705255417723	"Proteobacteria"	"Alcaligenaceae"	""	""	"WWDAB-WW_t0"	"less_25_percent"
"1be2904e6005a2cfdeafd9e64656b603"	-0.791478596697171	"Proteobacteria"	"Bradyrhizobiaceae"	"Balneimonas"	""	"WWDAB"	"one_sample"
"1bec1ffbd8f91a3bc9a3f8264523bd00"	-0.590161956205664	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB"	"less_50_percent"
"1bf7ba8bb9dbce70b35aea116bd95766"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"1c308990a40e8bdf77d96ef6f382a7a4"	-0.791478596697171	"Proteobacteria"	"Bradyrhizobiaceae"	"Bosea"	"genosp."	"WWDAB"	"one_sample"
"1c332e278a130d9289ea199d34a17274"	-0.615515178371718	"Proteobacteria"	"Comamonadaceae"	""	""	"WWDAB"	"less_25_percent"
"1cc4501723ca525e059487b8a4ecb8fb"	-0.709717565018218	"Proteobacteria"	"Methylophilaceae"	NA	NA	"WWDAB"	"less_25_percent"
"1d6f89e52200be515bc6538d07d482bb"	-0.33368255561196	"Proteobacteria"	"Comamonadaceae"	"Methylibium"	""	"WWDAB-WW_t0"	"less_25_percent"
"1e45f89a486c5e70b6a48c858418e6ec"	-0.709717565018218	"Proteobacteria"	"Bradyrhizobiaceae"	"Bradyrhizobium"	""	"WWDAB"	"one_sample"
"1e5f814299678b219eb343b60c904356"	-0.709717565018218	"Actinobacteria"	"Streptomycetaceae"	"Streptomyces"	""	"WWDAB-DAB_t0"	"less_50_percent"
"1e8be15cd949449d928cd772fa394892"	-0.791478596697171	"Proteobacteria"	"Rhodobacteraceae"	"Paracoccus"	"marcusii"	"WWDAB"	"one_sample"
"1ea8326fde8995057b76de574c240424"	-0.709717565018218	"Proteobacteria"	"Comamonadaceae"	""	""	"WWDAB"	"less_25_percent"
"1ecaf6c5d8f33738dc71d1a2a2db9659"	20.2439375113473	"Proteobacteria"	"Xanthomonadaceae"	"Rhodanobacter"	""	"WWDAB-WW_t0"	"conserved"
"1f0b0b5e1b79a08123521a298937903a"	17.8421614876575	"Proteobacteria"	"Methylophilaceae"	NA	NA	"WWDAB"	"less_100_percent"
"1f538ae3ff9d4b23396e90bdd8d853f2"	-0.791478596697171	"Proteobacteria"	"Hyphomicrobiaceae"	"Devosia"	""	"WWDAB"	"one_sample"
"1f589a15e20f9da693cc4fd327605bdf"	-0.639469241369609	"Proteobacteria"	"Rhizobiaceae"	NA	NA	"WWDAB"	"less_50_percent"
"1f5c9f99b4341e95ecb7ce4170a75cbc"	-0.531374507507008	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_50_percent"
"1fa23de8e9f953ec81e8c8806e587810"	-0.590161956205664	"Proteobacteria"	"Methylophilaceae"	""	""	"WWDAB"	"less_50_percent"
"1fb35724c0c86c4454682619bfcb9e15"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	NA	NA	"WWDAB"	"less_25_percent"
"2074f3d98ee747b63f9eb26190a45987"	-0.220705255417723	"Nitrospirae"	"Nitrospiraceae"	"Nitrospira"	""	"WWDAB-WW_t0"	"one_sample"
"20ce69143adbd532c001f4762c47fdce"	-0.709717565018218	"Proteobacteria"	"Xanthomonadaceae"	""	""	"WWDAB"	"less_25_percent"
"20ece7979a3c99b65dac8a757b80cf18"	-0.791478596697171	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"rhizosphaerae"	"WWDAB"	"less_25_percent"
"2113e1b572a2d11896f4f0a312f0f598"	-0.709717565018218	"Firmicutes"	"Peptostreptococcaceae"	""	""	"WWDAB"	"one_sample"
"2161376ee17a76f23e4e69eaab986545"	-0.589874155155151	"Bacteroidetes"	"Chitinophagaceae"	NA	NA	"WWDAB-WW_t0"	"one_sample"
"21657bfbffd12b2fcd5cb1f1ed28bb62"	-0.791478596697171	"Proteobacteria"	""	""	""	"WWDAB"	"one_sample"
"21a22d31d397f264640642da970803ff"	-0.639469241369609	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"21a4d6412b92267726ac407691cec07c"	-0.791478596697171	"Proteobacteria"	"Shewanellaceae"	"Shewanella"	""	"WWDAB"	"one_sample"
"21a59fd1bef49698e525c5386c1b9cce"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"21d8c4caaa2e0ce53014e15bd1057ecc"	12.8351850952272	"Bacteroidetes"	"Cytophagaceae"	""	""	"WWDAB-WW_t0"	"less_50_percent"
"21dd3802cf0a31a7a294b267311d69f6"	-0.791478596697171	"OP3"	""	""	""	"WWDAB"	"one_sample"
"2203df8e22bcf281851b8c567f4e6c8e"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	"Collimonas"	""	"WWDAB"	"one_sample"
"225ca43c98ec52db58490d7f6746a198"	-0.791478596697171	"Firmicutes"	"Bacillaceae"	"Bacillus"	NA	"WWDAB"	"one_sample"
"229a2abfcb96905e384e341ed50c15fe"	-0.709717565018218	"Proteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	""	"WWDAB"	"one_sample"
"22b25eaf820dd1ea79ee53216f3a31a9"	-0.589874155155151	"Proteobacteria"	"Aeromonadaceae"	""	""	"WWDAB-WW_t0"	"less_25_percent"
"2322b5fff38a90d99d7a37058ab164e8"	-0.791478596697171	"Acidobacteria"	""	""	""	"WWDAB"	"one_sample"
"23957c3c99ac3f9537f9ce6f58151b43"	-0.791478596697171	"Firmicutes"	"Bacillaceae"	"Bacillus"	"endophyticus"	"WWDAB"	"less_25_percent"
"23b7ffae5c32e6ea5c2285b26e13c33d"	-0.436510289058662	"Proteobacteria"	"Bradyrhizobiaceae"	NA	NA	"WWDAB"	"less_75_percent"
"2402b772b5b3aeede158532d9c268ca6"	-0.709717565018218	"Nitrospirae"	"Nitrospiraceae"	"Nitrospira"	""	"WWDAB"	"one_sample"
"240704f89390f844c5797b2f34e3f1d2"	-0.639469241369609	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	""	"WWDAB"	"one_sample"
"240c30e37e85bff8ec4af8eeaf14482a"	-0.791478596697171	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"one_sample"
"241c4f510d32882f3ab65ca9daef4a9d"	-0.791478596697171	"Firmicutes"	"Streptococcaceae"	"Streptococcus"	""	"WWDAB"	"one_sample"
"2422ab4f0dc2d64cab7e6d1f92941cc2"	-0.589874155155151	"Proteobacteria"	"Comamonadaceae"	NA	NA	"WWDAB"	"less_50_percent"
"24333e995fed9cbab5960f1a93ecba28"	-0.791478596697171	"Proteobacteria"	"Caulobacteraceae"	""	""	"WWDAB"	"one_sample"
"24a73dc9a6e19ff4642734e98070a2ff"	-0.63137698575423	"Proteobacteria"	"Caulobacteraceae"	"Asticcacaulis"	"biprosthecium"	"WWDAB"	"less_50_percent"
"255a517134241013e183c8e8e324bb68"	-0.709717565018218	"Firmicutes"	"Bacillaceae"	"Virgibacillus"	NA	"WWDAB"	"one_sample"
"2593baf4d2258d34bd0625c56342d3b4"	-0.709717565018218	"Firmicutes"	"Bacillaceae"	"Virgibacillus"	NA	"WWDAB-DAB_t0"	"less_25_percent"
"25963e10838a30b391b0952c8318ecc2"	-0.574308984555763	"Verrucomicrobia"	"Opitutaceae"	""	""	"WWDAB-WW_t0"	"one_sample"
"25e1f308703c9387db5acb67c16a72d6"	-0.791478596697171	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"one_sample"
"25e49578bfef85e7212d2b2ce93d70eb"	-0.63137698575423	"Proteobacteria"	"Sphingomonadaceae"	"Sphingomonas"	""	"WWDAB"	"one_sample"
"260178853dba02395549158919881a19"	-0.791478596697171	"Proteobacteria"	"Myxococcaceae"	""	""	"WWDAB"	"one_sample"
"2623e6d706e01a5734d1ea7379300a3a"	-0.791478596697171	"Fusobacteria"	"Leptotrichiaceae"	"Leptotrichia"	""	"WWDAB"	"one_sample"
"265260dc279ed188d34a69c9fb864c5b"	-0.399071914979398	"Proteobacteria"	"Oxalobacteraceae"	NA	NA	"WWDAB-WW_t0"	"less_50_percent"
"26ad421e15c280e719bd47c8936dd9a4"	-0.709717565018218	"Proteobacteria"	"Oxalobacteraceae"	""	""	"WWDAB"	"less_25_percent"
"26ba077de6c74aa99dccef5716fdf0dd"	-0.63137698575423	"Actinobacteria"	"Streptomycetaceae"	"Streptomyces"	""	"WWDAB"	"less_75_percent"
