"feature_id"	"Phylum"	"Family"	"Genus"	"tissue"	"t0"	"t2"	"t7"
"3a7fc9e06ce0dbb6e2f206a5dd7f3c8f"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"3a7fc9e06ce0dbb6e2f206a5dd7f3c8f"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"S_polyrhiza432_9509"	7.96922021973077	-1.18252101777319	-2.2150754800708
"3dc2e4f93e6aaca0b2f341871cce42d2"	"Proteobacteria"	"Hyphomicrobiaceae"	"Devosia"	"L_minor370_DWC112"	-0.304805471224029	20.4402104386877	19.983373423823
"3dc2e4f93e6aaca0b2f341871cce42d2"	"Proteobacteria"	"Hyphomicrobiaceae"	"Devosia"	"S_polyrhiza432_9509"	6.70747648382217	18.9864531352772	19.0926425936485
"4476bfce011a97a530a18c4c0b4ddb38"	"Proteobacteria"	""	""	"L_minor370_DWC112"	-0.304805471224029	13.8497743987032	5.15546568284838
"4476bfce011a97a530a18c4c0b4ddb38"	"Proteobacteria"	""	""	"S_polyrhiza432_9509"	12.7551402252458	13.5737118616062	-2.44528308037606
"4af7cd8759aa8aca552b13160140b101"	"Proteobacteria"	"Comamonadaceae"	NA	"L_minor370_DWC112"	-0.304805471224029	22.9059444195421	20.0373061367152
"4af7cd8759aa8aca552b13160140b101"	"Proteobacteria"	"Comamonadaceae"	NA	"S_polyrhiza432_9509"	15.8933128117837	22.8546031178606	20.4241557216536
"4afaeb2cc5a03e310c7876034bbf6ee0"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"L_minor370_DWC112"	15.3606471527132	14.2012365012168	-2.41240899735665
"4afaeb2cc5a03e310c7876034bbf6ee0"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"S_polyrhiza432_9509"	18.4626129000914	-1.52139665927033	4.69998784565265
"51bdbc262c549bf4dd1bd63ead56862f"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"L_minor370_DWC112"	-0.304805471224029	19.2763828751822	17.6859450440098
"51bdbc262c549bf4dd1bd63ead56862f"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"S_polyrhiza432_9509"	7.48474117450609	19.0656031820688	14.3897961320799
"56d29bdc3b038871fb271b871a14e733"	"Firmicutes"	"Paenibacillaceae"	"Paenibacillus"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	3.57066345931615
"56d29bdc3b038871fb271b871a14e733"	"Firmicutes"	"Paenibacillaceae"	"Paenibacillus"	"S_polyrhiza432_9509"	6.00003286594068	-1.52139665927033	-2.44528308037606
"58dcbc739ccf01e9c4636d41bc947183"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"L_minor370_DWC112"	-0.304805471224029	-1.16219599433656	-2.41240899735665
"58dcbc739ccf01e9c4636d41bc947183"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"S_polyrhiza432_9509"	7.76170408363618	-1.04800320329078	-2.2150754800708
"5ca4a74f051e469d9270a16ced822087"	"Firmicutes"	"Staphylococcaceae"	"Staphylococcus"	"L_minor370_DWC112"	7.82998617611905	14.3023273266121	4.15552579096761
"5ca4a74f051e469d9270a16ced822087"	"Firmicutes"	"Staphylococcaceae"	"Staphylococcus"	"S_polyrhiza432_9509"	17.9084730636628	14.2067191006136	-2.44528308037606
"62e281ab9460db01d103d83fbe35cc0a"	"Actinobacteria"	"Streptomycetaceae"	"Streptomyces"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"62e281ab9460db01d103d83fbe35cc0a"	"Actinobacteria"	"Streptomycetaceae"	"Streptomyces"	"S_polyrhiza432_9509"	7.58488851025643	-1.52139665927033	-2.44528308037606
"643658a7f6f17d8fe98c545cb1ab003c"	"Proteobacteria"	"Oxalobacteraceae"	""	"L_minor370_DWC112"	14.7478598499091	-1.39446682980726	-2.41240899735665
"643658a7f6f17d8fe98c545cb1ab003c"	"Proteobacteria"	"Oxalobacteraceae"	""	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"652f28153f578b543226ad0c487f6cf2"	"Proteobacteria"	"Rhodocyclaceae"	"Zoogloea"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	5.47417348709391
"652f28153f578b543226ad0c487f6cf2"	"Proteobacteria"	"Rhodocyclaceae"	"Zoogloea"	"S_polyrhiza432_9509"	6.83143312239267	14.3513022657173	5.13686555137433
"66fe7b08dedb8be2f70da2d3bc1cf65d"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"L_minor370_DWC112"	-0.304805471224029	18.1086593084414	16.8924954531319
"66fe7b08dedb8be2f70da2d3bc1cf65d"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"S_polyrhiza432_9509"	7.35015100629523	18.5646246198388	16.1155233729715
"671148edcae8e9de3112273a1294fa80"	"Proteobacteria"	"Comamonadaceae"	""	"L_minor370_DWC112"	-0.304805471224029	15.6550008228507	18.7497771182577
"671148edcae8e9de3112273a1294fa80"	"Proteobacteria"	"Comamonadaceae"	""	"S_polyrhiza432_9509"	14.6068175885246	17.8194292294705	19.5324727957761
"67371d9f1f3f5fb5ce935107b15488a1"	"Proteobacteria"	"Comamonadaceae"	"Rhodoferax"	"L_minor370_DWC112"	-0.304805471224029	18.5599923953033	17.2684686504551
"67371d9f1f3f5fb5ce935107b15488a1"	"Proteobacteria"	"Comamonadaceae"	"Rhodoferax"	"S_polyrhiza432_9509"	6.90362446146444	18.4595947344734	17.3530597918679
"6a51a452d1a83fb05e2555a8aad21f69"	"Proteobacteria"	"Enterobacteriaceae"	NA	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"6a51a452d1a83fb05e2555a8aad21f69"	"Proteobacteria"	"Enterobacteriaceae"	NA	"S_polyrhiza432_9509"	6.86843151492901	-1.52139665927033	-2.44528308037606
"6b0d16625464d37c7d398d73c7f051f6"	"Firmicutes"	"Staphylococcaceae"	"Staphylococcus"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"6b0d16625464d37c7d398d73c7f051f6"	"Firmicutes"	"Staphylococcaceae"	"Staphylococcus"	"S_polyrhiza432_9509"	7.69608281263069	-1.52139665927033	-2.44528308037606
"6b61376dfac4f9790b099fd9de8a74d5"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"L_minor370_DWC112"	7.20030558947082	-1.17947361850374	-2.41240899735665
"6b61376dfac4f9790b099fd9de8a74d5"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"6d41fbe380e57210c91baef4354d4f1f"	"Proteobacteria"	"Pasteurellaceae"	"Haemophilus"	"L_minor370_DWC112"	14.7047639359893	5.09601998875702	-2.41240899735665
"6d41fbe380e57210c91baef4354d4f1f"	"Proteobacteria"	"Pasteurellaceae"	"Haemophilus"	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"77a52fe2093cf306571ddb42d5718e50"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"77a52fe2093cf306571ddb42d5718e50"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"S_polyrhiza432_9509"	16.6150396312217	-1.52139665927033	-2.44528308037606
"7e497ed374384edf151078c9996c9915"	"Proteobacteria"	"Caulobacteraceae"	"Mycoplana"	"L_minor370_DWC112"	6.40786805449238	17.0219262172317	19.2325946825117
"7e497ed374384edf151078c9996c9915"	"Proteobacteria"	"Caulobacteraceae"	"Mycoplana"	"S_polyrhiza432_9509"	6.660924787047	19.3369050515962	19.3088758797301
"7efa0d6a42b0a2dc91eb219d143dec0d"	"Proteobacteria"	"Oxalobacteraceae"	"Cupriavidus"	"L_minor370_DWC112"	6.52836201631431	-1.17947361850374	-2.41240899735665
"7efa0d6a42b0a2dc91eb219d143dec0d"	"Proteobacteria"	"Oxalobacteraceae"	"Cupriavidus"	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"826f2fe1288a9adaf3c5dacf7f232d8b"	"Proteobacteria"	"Oxalobacteraceae"	""	"L_minor370_DWC112"	-0.304805471224029	18.9040837040231	16.2818302508267
"826f2fe1288a9adaf3c5dacf7f232d8b"	"Proteobacteria"	"Oxalobacteraceae"	""	"S_polyrhiza432_9509"	7.08490186817279	17.0474508833647	14.6172822610779
"865b0a98ad1ef083ea65db5c4e9c2dfc"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"L_minor370_DWC112"	5.97068813603673	12.0323894907408	-2.41240899735665
"865b0a98ad1ef083ea65db5c4e9c2dfc"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"867714b8d53bad3a7a1f0a229e3211a7"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"867714b8d53bad3a7a1f0a229e3211a7"	"Actinobacteria"	"Corynebacteriaceae"	"Corynebacterium"	"S_polyrhiza432_9509"	7.92057216607511	-1.52139665927033	-2.44528308037606
"87881af3d3f826f8cedc3761e6f05a6a"	"Firmicutes"	"Gemellaceae"	NA	"L_minor370_DWC112"	6.93989901138941	-1.39446682980726	-2.41240899735665
"87881af3d3f826f8cedc3761e6f05a6a"	"Firmicutes"	"Gemellaceae"	NA	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"8bb13206b866197dd5295521e76a5c7b"	"Proteobacteria"	"Hyphomicrobiaceae"	"Devosia"	"L_minor370_DWC112"	6.08186717442161	20.2211449255146	19.7893909899095
"8bb13206b866197dd5295521e76a5c7b"	"Proteobacteria"	"Hyphomicrobiaceae"	"Devosia"	"S_polyrhiza432_9509"	6.79243397548122	-1.52139665927033	-2.44528308037606
"8f6adc0ee5ff1b5fe0e0a545db793feb"	"Proteobacteria"	"Oxalobacteraceae"	""	"L_minor370_DWC112"	6.26312931710023	19.7613225428803	18.0533671820619
"8f6adc0ee5ff1b5fe0e0a545db793feb"	"Proteobacteria"	"Oxalobacteraceae"	""	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.44528308037606
"91f2901b053392f2e5590420ee3bed0b"	"Firmicutes"	"Streptococcaceae"	"Streptococcus"	"L_minor370_DWC112"	-0.304805471224029	-1.17947361850374	-2.41240899735665
"91f2901b053392f2e5590420ee3bed0b"	"Firmicutes"	"Streptococcaceae"	"Streptococcus"	"S_polyrhiza432_9509"	7.59812437306353	9.40098754376857	-2.44528308037606
"9c710b8ab937e96c7949b5008c10e205"	"Proteobacteria"	"Comamonadaceae"	NA	"L_minor370_DWC112"	-0.304805471224029	9.43821175604878	17.3452104402507
"9c710b8ab937e96c7949b5008c10e205"	"Proteobacteria"	"Comamonadaceae"	NA	"S_polyrhiza432_9509"	7.96922021973077	-1.52139665927033	-2.44528308037606
"a25b1b88402fad8fa16715d18fd7795e"	"Actinobacteria"	"Microbacteriaceae"	"Cryocola"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"a25b1b88402fad8fa16715d18fd7795e"	"Actinobacteria"	"Microbacteriaceae"	"Cryocola"	"S_polyrhiza432_9509"	7.35015100629523	-1.52139665927033	-2.44528308037606
"a34bae262ecf0ae20706d82d645fb1ec"	"Proteobacteria"	"Enterobacteriaceae"	"Erwinia"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	4.07057330777939
"a34bae262ecf0ae20706d82d645fb1ec"	"Proteobacteria"	"Enterobacteriaceae"	"Erwinia"	"S_polyrhiza432_9509"	16.4420641278815	-1.18252101777319	-2.44528308037606
"aa3b95d8e1a52bf81093b023136863b0"	"Actinobacteria"	"Gordoniaceae"	"Gordonia"	"L_minor370_DWC112"	6.33912284969624	14.6265808054886	-2.41240899735665
"aa3b95d8e1a52bf81093b023136863b0"	"Actinobacteria"	"Gordoniaceae"	"Gordonia"	"S_polyrhiza432_9509"	-0.27546074132008	15.044315340647	13.0517304819689
"ab1258b76f7a21225c66c091a363059c"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"L_minor370_DWC112"	-0.304805471224029	-1.17947361850374	-2.41240899735665
"ab1258b76f7a21225c66c091a363059c"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"S_polyrhiza432_9509"	8.17280598245277	-1.52139665927033	-2.44528308037606
"afaedb4620453e623594d0141c18091e"	"Proteobacteria"	"Methylophilaceae"	NA	"L_minor370_DWC112"	6.33912284969624	6.13082317337391	19.6390160623233
"afaedb4620453e623594d0141c18091e"	"Proteobacteria"	"Methylophilaceae"	NA	"S_polyrhiza432_9509"	14.9029734636057	15.5471522740545	18.9272686235707
"b103838ad2a7d1906c5cd546335b43e4"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"L_minor370_DWC112"	16.8301153147369	16.0937769327931	6.777299224872
"b103838ad2a7d1906c5cd546335b43e4"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"S_polyrhiza432_9509"	7.45337397894259	15.7931246304855	-2.44528308037606
"b27c7985f7eb86de0fb947ecc5a6fc0c"	"Actinobacteria"	"Micrococcaceae"	"Rothia"	"L_minor370_DWC112"	-0.304805471224029	-1.17947361850374	-2.41240899735665
"b27c7985f7eb86de0fb947ecc5a6fc0c"	"Actinobacteria"	"Micrococcaceae"	"Rothia"	"S_polyrhiza432_9509"	6.83143312239267	-1.52139665927033	-2.44528308037606
"b803835493c767ccc13a4a4a10bd5c8e"	"Proteobacteria"	"Neisseriaceae"	NA	"L_minor370_DWC112"	-0.304805471224029	14.0480859900598	14.8711814403179
"b803835493c767ccc13a4a4a10bd5c8e"	"Proteobacteria"	"Neisseriaceae"	NA	"S_polyrhiza432_9509"	6.55770674621826	14.7481866354158	16.8169036021515
"bd49a3abcdc2ce4016c2fecb91d79628"	"Proteobacteria"	"Phyllobacteriaceae"	"Phyllobacterium"	"L_minor370_DWC112"	7.10710204229438	-1.17947361850374	-2.41240899735665
"bd49a3abcdc2ce4016c2fecb91d79628"	"Proteobacteria"	"Phyllobacteriaceae"	"Phyllobacterium"	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	-2.2150754800708
"be1418b73cdebad7075c1ed8b9f8dadb"	"Firmicutes"	"Streptococcaceae"	"Streptococcus"	"L_minor370_DWC112"	15.7867414696416	-1.17947361850374	-2.41240899735665
"be1418b73cdebad7075c1ed8b9f8dadb"	"Firmicutes"	"Streptococcaceae"	"Streptococcus"	"S_polyrhiza432_9509"	7.92891144023849	-1.18252101777319	-2.44528308037606
"cd570c787d58402daf4e719805569240"	"Proteobacteria"	"Halomonadaceae"	"Halomonas"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"cd570c787d58402daf4e719805569240"	"Proteobacteria"	"Halomonadaceae"	"Halomonas"	"S_polyrhiza432_9509"	13.9829099844244	-1.52139665927033	-2.44528308037606
"d541964a31e949fa13197c1b0fffdbc9"	"Proteobacteria"	"Comamonadaceae"	"Limnohabitans"	"L_minor370_DWC112"	-0.304805471224029	21.3359199565491	20.478928947297
"d541964a31e949fa13197c1b0fffdbc9"	"Proteobacteria"	"Comamonadaceae"	"Limnohabitans"	"S_polyrhiza432_9509"	7.48474117450609	20.3079505750882	19.0468470699094
"d8af5d99ce5cf8f4cdbb0f227ca548ff"	"Firmicutes"	"[Tissierellaceae]"	"Finegoldia"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	3.07084372859622
"d8af5d99ce5cf8f4cdbb0f227ca548ff"	"Firmicutes"	"[Tissierellaceae]"	"Finegoldia"	"S_polyrhiza432_9509"	6.29247404700418	-1.52139665927033	-2.44528308037606
"dc53e28b4918104c37a2b50ac69ab7f1"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"L_minor370_DWC112"	16.6256228145232	16.2786022227995	14.5693286049445
"dc53e28b4918104c37a2b50ac69ab7f1"	"Proteobacteria"	"Pseudomonadaceae"	"Pseudomonas"	"S_polyrhiza432_9509"	7.31217757944092	15.5529225364439	-2.44528308037606
"dc56c2aa7c5081b5ea218a8000c31dbf"	"Actinobacteria"	"Micrococcaceae"	""	"L_minor370_DWC112"	13.9149554001221	-1.39446682980726	-2.41240899735665
"dc56c2aa7c5081b5ea218a8000c31dbf"	"Actinobacteria"	"Micrococcaceae"	""	"S_polyrhiza432_9509"	-0.27546074132008	-1.52139665927033	4.8595660101661
"dc6544dd4b852770a9bab6ab643a0993"	"Proteobacteria"	"Xanthomonadaceae"	""	"L_minor370_DWC112"	-0.304805471224029	6.56521518315319	16.4461621813795
"dc6544dd4b852770a9bab6ab643a0993"	"Proteobacteria"	"Xanthomonadaceae"	""	"S_polyrhiza432_9509"	5.50015306047906	14.4216904486312	15.225097288454
"de4dc84f61e7acc36a498ef6d9d511cb"	"Bacteroidetes"	"Cytophagaceae"	""	"L_minor370_DWC112"	6.17817683391201	14.4663180230507	18.072157218534
"de4dc84f61e7acc36a498ef6d9d511cb"	"Bacteroidetes"	"Cytophagaceae"	""	"S_polyrhiza432_9509"	-0.27546074132008	13.9484117423384	14.0329055487301
"e0490be6eac7f260612dfc36fd6a3545"	"Proteobacteria"	"Alteromonadaceae"	"Cellvibrio"	"L_minor370_DWC112"	-0.304805471224029	17.7360351622131	17.1735166997194
"e0490be6eac7f260612dfc36fd6a3545"	"Proteobacteria"	"Alteromonadaceae"	"Cellvibrio"	"S_polyrhiza432_9509"	6.36846757960019	20.925542719124	17.9010441111931
"e07bb2d0651e6478d0d585a24777232f"	"Proteobacteria"	"Comamonadaceae"	NA	"L_minor370_DWC112"	15.9414035080439	23.0811730504648	20.1831162937541
"e07bb2d0651e6478d0d585a24777232f"	"Proteobacteria"	"Comamonadaceae"	NA	"S_polyrhiza432_9509"	7.90359869981971	23.0524481248253	20.6343821697442
"e5d7878b92bfd08e15485592e3f6b270"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"L_minor370_DWC112"	-0.304805471224029	-1.39446682980726	-2.41240899735665
"e5d7878b92bfd08e15485592e3f6b270"	"Proteobacteria"	"Moraxellaceae"	"Acinetobacter"	"S_polyrhiza432_9509"	8.11111530261388	14.933030705899	-2.44528308037606
"e61e83a029436ddd58bf43504f2b42d3"	"Bacteroidetes"	"[Weeksellaceae]"	"Chryseobacterium"	"L_minor370_DWC112"	-0.304805471224029	-1.17947361850374	-2.41240899735665
"e61e83a029436ddd58bf43504f2b42d3"	"Bacteroidetes"	"[Weeksellaceae]"	"Chryseobacterium"	"S_polyrhiza432_9509"	7.48474117450609	-1.18252101777319	-2.44528308037606
"e83a3788d3b80f4bd452ff12c28a4ef4"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"L_minor370_DWC112"	7.32080627639128	6.57213438242258	4.474212128986
"e83a3788d3b80f4bd452ff12c28a4ef4"	"Firmicutes"	"Bacillaceae"	"Bacillus"	"S_polyrhiza432_9509"	18.5983746277002	14.2759806544401	-2.44528308037606
"e87db2c6c6358a643e04819a26d83c66"	"Proteobacteria"	"Rhodocyclaceae"	"Hydrogenophilus"	"L_minor370_DWC112"	14.0008085879637	-1.39446682980726	-2.41240899735665
